Cluster,Subcluster,Qualifier,Seed Keyword,Keyword,Intent,Funnel Stage,Search Volume,Keyword Difficulty,CPC,SERP Features,Source,Current Position,Ranking URL,GSC Impressions,GSC Clicks,GSC Position,Notes,Page Type,Page Theme Source
Service Solutions,Conference Printing,,conference printing and event technology,conference printing and event technology,commercial,MOFU,,,,,Seed,,https://omnipress.com/conferences/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Conference Printing,,conference content,conference content,commercial,MOFU,,,,,Seed,,https://omnipress.com/conferences/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Conference Printing,,conference printing & program booklets,conference printing & program booklets,commercial,MOFU,,,,,Seed,,https://omnipress.com/conferences/conference-printing/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,Conference Printing,services,conference printing services,conference printing services,commercial,MOFU,,,,,Seed,,https://omnipress.com/conferences/conference-printing/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,Conference Printing,software,conference printing and event technology,conference printing and event technology software,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Conference Printing,platform,conference printing and event technology,conference printing and event technology platform,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Conference Printing,system,conference printing and event technology,conference printing and event technology system,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Conference Printing,app,conference printing and event technology,conference printing and event technology app,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Conference Printing,services,conference printing and event technology,conference printing and event technology services,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Conference Printing,pricing,conference printing and event technology,conference printing and event technology pricing,transactional,BOFU,,,,,Expansion,,https://omnipress.com/conferences/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Conference Printing,demo,conference printing and event technology,conference printing and event technology demo,transactional,BOFU,,,,,Expansion,,https://omnipress.com/conferences/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Conference Printing,request quote + quote,conference printing and event technology,conference printing and event technology request quote,transactional,BOFU,,,,,Expansion,,https://omnipress.com/conferences/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Conference Printing,software,conference content,conference content software,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Conference Printing,platform,conference content,conference content platform,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Conference Printing,system,conference content,conference content system,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Conference Printing,app,conference content,conference content app,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Conference Printing,services,conference content,conference content services,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Conference Printing,pricing,conference content,conference content pricing,transactional,BOFU,,,,,Expansion,,https://omnipress.com/conferences/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Conference Printing,demo,conference content,conference content demo,transactional,BOFU,,,,,Expansion,,https://omnipress.com/conferences/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Conference Printing,request quote + quote,conference content,conference content request quote,transactional,BOFU,,,,,Expansion,,https://omnipress.com/conferences/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Conference Printing,software,conference printing & program booklets,conference printing & program booklets software,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/conference-printing/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,Conference Printing,platform,conference printing & program booklets,conference printing & program booklets platform,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/conference-printing/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,Conference Printing,system,conference printing & program booklets,conference printing & program booklets system,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/conference-printing/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,Conference Printing,app,conference printing & program booklets,conference printing & program booklets app,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/conference-printing/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,Conference Printing,services,conference printing & program booklets,conference printing & program booklets services,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/conference-printing/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,Conference Printing,pricing,conference printing & program booklets,conference printing & program booklets pricing,transactional,BOFU,,,,,Expansion,,https://omnipress.com/conferences/conference-printing/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,Conference Printing,demo,conference printing & program booklets,conference printing & program booklets demo,transactional,BOFU,,,,,Expansion,,https://omnipress.com/conferences/conference-printing/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,Conference Printing,request quote + quote,conference printing & program booklets,conference printing & program booklets request quote,transactional,BOFU,,,,,Expansion,,https://omnipress.com/conferences/conference-printing/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,Conference Printing,software + services,conference printing services,conference printing services software,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/conference-printing/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,Conference Printing,platform + services,conference printing services,conference printing services platform,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/conference-printing/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,Conference Printing,system + services,conference printing services,conference printing services system,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/conference-printing/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,Conference Printing,app + services,conference printing services,conference printing services app,commercial,MOFU,,,,,Expansion,,https://omnipress.com/conferences/conference-printing/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,Conference Printing,pricing + services,conference printing services,conference printing services pricing,transactional,BOFU,,,,,Expansion,,https://omnipress.com/conferences/conference-printing/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,Conference Printing,demo + services,conference printing services,conference printing services demo,transactional,BOFU,,,,,Expansion,,https://omnipress.com/conferences/conference-printing/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,Conference Printing,request quote + quote,conference printing services,conference printing services request quote,transactional,BOFU,,,,,Expansion,,https://omnipress.com/conferences/conference-printing/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,General Product/Service,services,omnipress services,educational printing services,commercial,MOFU,90.0,3.0,3.1,"Knowledge panel, Sitelinks, Video, Image, Ads bottom",SEMrush;GSC Query,80.0,https://omnipress.com/training/,210.0,0.0,67.67,High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,,omnipress services,custom printed training materials,commercial,MOFU,70.0,3.0,0.0,"Sitelinks, Video, Ads bottom, People also ask, Popular products, Related searches",SEMrush;GSC Query,32.0,https://omnipress.com/training/training-class-participant-kits/,479.0,0.0,13.19,,SERVICE,All.csv
Service Solutions,General Product/Service,,omnipress services,print training,commercial,MOFU,50.0,11.0,0.0,"Video, Video Carousel, People also ask, Related searches, AI overview",SEMrush;GSC Query,51.0,https://omnipress.com/training/,524.0,0.0,20.54,High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,services,omnipress services,education printing services,commercial,MOFU,40.0,3.0,0.0,"Local pack, Sitelinks, Video, Image, Related searches",SEMrush,37.0,https://omnipress.com/training/,,,,High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,services + digital,member publications printing & digital services,member publications printing & digital services,commercial,MOFU,,,,,Seed,,https://omnipress.com/publications/,,,,Needs metric pull,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,,member publications,member publications,commercial,MOFU,,,,,Seed,,https://omnipress.com/publications/,,,,Needs metric pull,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,,training material printing,training material printing,commercial,MOFU,,,,,Seed,,https://omnipress.com/training/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,,training materials,training materials,commercial,MOFU,,,,,Seed,,https://omnipress.com/training/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,,training class participant kits,training class participant kits,commercial,MOFU,,,,,Seed,,https://omnipress.com/training/training-class-participant-kits/,,,,Needs metric pull,SERVICE,All.csv
Service Solutions,General Product/Service,,training class participant kits - omnipress,training class participant kits - omnipress,navigational,BOFU,,,,,Seed,,https://omnipress.com/training/training-class-participant-kits/,,,,Needs metric pull,SERVICE,All.csv
Service Solutions,General Product/Service,software + services,member publications printing & digital services,member publications printing & digital services software,commercial,MOFU,,,,,Expansion,,https://omnipress.com/publications/,,,,Needs metric pull,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,platform + services,member publications printing & digital services,member publications printing & digital services platform,commercial,MOFU,,,,,Expansion,,https://omnipress.com/publications/,,,,Needs metric pull,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,system + services,member publications printing & digital services,member publications printing & digital services system,commercial,MOFU,,,,,Expansion,,https://omnipress.com/publications/,,,,Needs metric pull,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,app + services,member publications printing & digital services,member publications printing & digital services app,commercial,MOFU,,,,,Expansion,,https://omnipress.com/publications/,,,,Needs metric pull,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,pricing + services,member publications printing & digital services,member publications printing & digital services pricing,transactional,BOFU,,,,,Expansion,,https://omnipress.com/publications/,,,,Needs metric pull,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,demo + services,member publications printing & digital services,member publications printing & digital services demo,transactional,BOFU,,,,,Expansion,,https://omnipress.com/publications/,,,,Needs metric pull,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,request quote + quote,member publications printing & digital services,member publications printing & digital services request quote,transactional,BOFU,,,,,Expansion,,https://omnipress.com/publications/,,,,Needs metric pull,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,software,member publications,member publications software,commercial,MOFU,,,,,Expansion,,https://omnipress.com/publications/,,,,Needs metric pull,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,platform,member publications,member publications platform,commercial,MOFU,,,,,Expansion,,https://omnipress.com/publications/,,,,Needs metric pull,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,system,member publications,member publications system,commercial,MOFU,,,,,Expansion,,https://omnipress.com/publications/,,,,Needs metric pull,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,app,member publications,member publications app,commercial,MOFU,,,,,Expansion,,https://omnipress.com/publications/,,,,Needs metric pull,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,services,member publications,member publications services,commercial,MOFU,,,,,Expansion,,https://omnipress.com/publications/,,,,Needs metric pull,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,pricing,member publications,member publications pricing,transactional,BOFU,,,,,Expansion,,https://omnipress.com/publications/,,,,Needs metric pull,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,demo,member publications,member publications demo,transactional,BOFU,,,,,Expansion,,https://omnipress.com/publications/,,,,Needs metric pull,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,request quote + quote,member publications,member publications request quote,transactional,BOFU,,,,,Expansion,,https://omnipress.com/publications/,,,,Needs metric pull,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,software,training material printing,training material printing software,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,platform,training material printing,training material printing platform,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,system,training material printing,training material printing system,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,app,training material printing,training material printing app,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,services,training material printing,training material printing services,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,pricing,training material printing,training material printing pricing,transactional,BOFU,,,,,Expansion,,https://omnipress.com/training/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,demo,training material printing,training material printing demo,transactional,BOFU,,,,,Expansion,,https://omnipress.com/training/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,request quote + quote,training material printing,training material printing request quote,transactional,BOFU,,,,,Expansion,,https://omnipress.com/training/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,software,training materials,training materials software,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,platform,training materials,training materials platform,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,system,training materials,training materials system,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,app,training materials,training materials app,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,services,training materials,training materials services,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,pricing,training materials,training materials pricing,transactional,BOFU,,,,,Expansion,,https://omnipress.com/training/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,demo,training materials,training materials demo,transactional,BOFU,,,,,Expansion,,https://omnipress.com/training/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,request quote + quote,training materials,training materials request quote,transactional,BOFU,,,,,Expansion,,https://omnipress.com/training/,,,,Needs metric pull; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,General Product/Service,software,training class participant kits,training class participant kits software,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/training-class-participant-kits/,,,,Needs metric pull,SERVICE,All.csv
Service Solutions,General Product/Service,platform,training class participant kits,training class participant kits platform,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/training-class-participant-kits/,,,,Needs metric pull,SERVICE,All.csv
Service Solutions,General Product/Service,system,training class participant kits,training class participant kits system,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/training-class-participant-kits/,,,,Needs metric pull,SERVICE,All.csv
Service Solutions,General Product/Service,app,training class participant kits,training class participant kits app,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/training-class-participant-kits/,,,,Needs metric pull,SERVICE,All.csv
Service Solutions,General Product/Service,services,training class participant kits,training class participant kits services,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/training-class-participant-kits/,,,,Needs metric pull,SERVICE,All.csv
Service Solutions,General Product/Service,pricing,training class participant kits,training class participant kits pricing,transactional,BOFU,,,,,Expansion,,https://omnipress.com/training/training-class-participant-kits/,,,,Needs metric pull,SERVICE,All.csv
Service Solutions,General Product/Service,demo,training class participant kits,training class participant kits demo,transactional,BOFU,,,,,Expansion,,https://omnipress.com/training/training-class-participant-kits/,,,,Needs metric pull,SERVICE,All.csv
Service Solutions,General Product/Service,request quote + quote,training class participant kits,training class participant kits request quote,transactional,BOFU,,,,,Expansion,,https://omnipress.com/training/training-class-participant-kits/,,,,Needs metric pull,SERVICE,All.csv
Service Solutions,General Product/Service,software,training class participant kits - omnipress,training class participant kits - omnipress software,navigational,BOFU,,,,,Expansion,,https://omnipress.com/training/training-class-participant-kits/,,,,Needs metric pull,SERVICE,All.csv
Service Solutions,General Product/Service,platform,training class participant kits - omnipress,training class participant kits - omnipress platform,navigational,BOFU,,,,,Expansion,,https://omnipress.com/training/training-class-participant-kits/,,,,Needs metric pull,SERVICE,All.csv
Service Solutions,General Product/Service,system,training class participant kits - omnipress,training class participant kits - omnipress system,navigational,BOFU,,,,,Expansion,,https://omnipress.com/training/training-class-participant-kits/,,,,Needs metric pull,SERVICE,All.csv
Service Solutions,General Product/Service,app,training class participant kits - omnipress,training class participant kits - omnipress app,navigational,BOFU,,,,,Expansion,,https://omnipress.com/training/training-class-participant-kits/,,,,Needs metric pull,SERVICE,All.csv
Service Solutions,General Product/Service,services,training class participant kits - omnipress,training class participant kits - omnipress services,navigational,BOFU,,,,,Expansion,,https://omnipress.com/training/training-class-participant-kits/,,,,Needs metric pull,SERVICE,All.csv
Service Solutions,General Product/Service,pricing,training class participant kits - omnipress,training class participant kits - omnipress pricing,navigational,BOFU,,,,,Expansion,,https://omnipress.com/training/training-class-participant-kits/,,,,Needs metric pull,SERVICE,All.csv
Service Solutions,General Product/Service,demo,training class participant kits - omnipress,training class participant kits - omnipress demo,navigational,BOFU,,,,,Expansion,,https://omnipress.com/training/training-class-participant-kits/,,,,Needs metric pull,SERVICE,All.csv
Service Solutions,General Product/Service,request quote + quote,training class participant kits - omnipress,training class participant kits - omnipress request quote,navigational,BOFU,,,,,Expansion,,https://omnipress.com/training/training-class-participant-kits/,,,,Needs metric pull,SERVICE,All.csv
Service Solutions,K-12 Course Materials,,k-12 course materials,custom printed training materials,commercial,MOFU,70.0,3.0,0.0,"Sitelinks, Video, Ads bottom, People also ask, Popular products, Related searches",SEMrush;GSC Query,88.0,https://omnipress.com/training/print-k-12-course-materials/,479.0,0.0,13.19,High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,,k-12 course materials,print homeschool curriculum,commercial,MOFU,70.0,25.0,2.81,"Sitelinks, Video, Related searches",SEMrush,58.0,https://omnipress.com/training/print-k-12-course-materials/,,,,High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,,k-12 course materials,k12 printing,commercial,MOFU,50.0,25.0,4.86,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches",SEMrush,36.0,https://omnipress.com/training/print-k-12-course-materials/,,,,High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,,print k 12 course materials,print k 12 course materials,commercial,MOFU,,,,,Seed,,https://omnipress.com/training/print-k-12-course-materials/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,,print k-12 course materials,print k-12 course materials,commercial,MOFU,,,,,Seed,,https://omnipress.com/training/print-k-12-course-materials/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,software,print k 12 course materials,print k 12 course materials software,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/print-k-12-course-materials/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,platform,print k 12 course materials,print k 12 course materials platform,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/print-k-12-course-materials/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,system,print k 12 course materials,print k 12 course materials system,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/print-k-12-course-materials/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,app,print k 12 course materials,print k 12 course materials app,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/print-k-12-course-materials/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,services,print k 12 course materials,print k 12 course materials services,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/print-k-12-course-materials/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,pricing,print k 12 course materials,print k 12 course materials pricing,transactional,BOFU,,,,,Expansion,,https://omnipress.com/training/print-k-12-course-materials/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,demo,print k 12 course materials,print k 12 course materials demo,transactional,BOFU,,,,,Expansion,,https://omnipress.com/training/print-k-12-course-materials/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,request quote + quote,print k 12 course materials,print k 12 course materials request quote,transactional,BOFU,,,,,Expansion,,https://omnipress.com/training/print-k-12-course-materials/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,software,print k-12 course materials,print k-12 course materials software,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/print-k-12-course-materials/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,platform,print k-12 course materials,print k-12 course materials platform,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/print-k-12-course-materials/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,system,print k-12 course materials,print k-12 course materials system,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/print-k-12-course-materials/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,app,print k-12 course materials,print k-12 course materials app,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/print-k-12-course-materials/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,services,print k-12 course materials,print k-12 course materials services,commercial,MOFU,,,,,Expansion,,https://omnipress.com/training/print-k-12-course-materials/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,pricing,print k-12 course materials,print k-12 course materials pricing,transactional,BOFU,,,,,Expansion,,https://omnipress.com/training/print-k-12-course-materials/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,demo,print k-12 course materials,print k-12 course materials demo,transactional,BOFU,,,,,Expansion,,https://omnipress.com/training/print-k-12-course-materials/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,K-12 Course Materials,request quote + quote,print k-12 course materials,print k-12 course materials request quote,transactional,BOFU,,,,,Expansion,,https://omnipress.com/training/print-k-12-course-materials/,,,,Needs metric pull; High page opportunity,SERVICE,All.csv
Service Solutions,Print & Fulfillment,,print and fulfillment,omnipress madison,navigational,BOFU,260.0,22.0,3.09,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",SEMrush,67.0,https://omnipress.com/print-and-fulfillment-services/,,,,High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Print & Fulfillment,services,print and fulfillment,printing fulfillment services,commercial,MOFU,140.0,14.0,9.47,"Local pack, Sitelinks, Video, Image, Ads bottom, Related searches",SEMrush;GSC Query,10.0,https://omnipress.com/print-and-fulfillment-services/,1010.0,0.0,42.56,GSC high impressions page2+; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Print & Fulfillment,,print and fulfillment,print and fulfillment,commercial,MOFU,90.0,23.0,4.74,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",SEMrush;GSC Query,5.0,https://omnipress.com/print-and-fulfillment-services/,995.0,0.0,26.81,GSC high impressions page2+; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Print & Fulfillment,,print and fulfillment,printing and fulfillment,commercial,MOFU,90.0,23.0,4.74,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",SEMrush;GSC Query,28.0,https://omnipress.com/print-and-fulfillment-services/,729.0,0.0,37.47,GSC high impressions page2+; High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Print & Fulfillment,,print and fulfillment,educational print fulfillment new york city,commercial,MOFU,70.0,2.0,0.0,"Local pack, Sitelinks, Video, Related searches",SEMrush;GSC Query,61.0,https://omnipress.com/print-and-fulfillment-services/,476.0,0.0,7.69,High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Print & Fulfillment,,print and fulfillment,educational print fulfillment phoenix az,commercial,MOFU,70.0,3.0,0.0,"Local pack, Sitelinks, Video, Image, Related searches, AI overview",SEMrush,52.0,https://omnipress.com/print-and-fulfillment-services/,,,,High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Print & Fulfillment,,print and fulfillment,printing kitting fulfillment madison wi,commercial,MOFU,50.0,1.0,0.0,"Local pack, Sitelinks, Image, Related searches",SEMrush;GSC Query,4.0,https://omnipress.com/print-and-fulfillment-services/,538.0,0.0,6.03,High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Print & Fulfillment,,print and fulfillment,educational print fulfillment los angeles ca,commercial,MOFU,50.0,6.0,0.0,"Local pack, Video",SEMrush;GSC Query,12.0,https://omnipress.com/print-and-fulfillment-services/,371.0,0.0,11.88,High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Print & Fulfillment,,print and fulfillment,publications fulfillment,commercial,MOFU,40.0,16.0,0.0,"Sitelinks, Video, Video Carousel, People also ask, Related searches, See results about, AI overview",SEMrush;GSC Query,98.0,https://omnipress.com/print-and-fulfillment-services/,531.0,0.0,57.89,High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Print & Fulfillment,services,print and fulfillment,print and fulfillment services,commercial,MOFU,30.0,8.0,9.47,"Local pack, Sitelinks, Video, Ads bottom, Related searches",SEMrush;GSC Query,8.0,https://omnipress.com/print-and-fulfillment-services/,529.0,0.0,36.48,High page opportunity,MAIN-SERVICE,All.csv
Service Solutions,Publication Printing,,publication printing,journal printing companies,commercial,MOFU,90.0,22.0,2.82,"Local pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",SEMrush;GSC Query,7.0,https://omnipress.com/publications/publication-printing/,869.0,0.0,34.0,GSC high impressions page2+; High page opportunity,SERVICE,All.csv
Service Solutions,Publication Printing,services,publication printing,journal printing services,commercial,MOFU,90.0,19.0,2.63,"Local pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",SEMrush;GSC Query,6.0,https://omnipress.com/publications/publication-printing/,632.0,2.0,14.47,High page opportunity,SERVICE,All.csv
Service Solutions,Publication Printing,,publication printing,journal printing and binding,commercial,MOFU,70.0,16.0,2.74,"Sitelinks, Video, Related searches",SEMrush;GSC Query,55.0,https://omnipress.com/publications/publication-printing/,583.0,0.0,40.61,High page opportunity,SERVICE,All.csv
Service Solutions,Publication Printing,,publication printing,journal printing and binding,commercial,MOFU,70.0,16.0,2.74,"Sitelinks, Video, Related searches",SEMrush;GSC Query,26.0,https://omnipress.com/bindings-tabs-finishes/,583.0,0.0,40.61,High page opportunity,SERVICE,All.csv
Service Solutions,Publication Printing,,publication printing,printing and publications,commercial,MOFU,70.0,75.0,4.8,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",SEMrush,8.0,https://omnipress.com/publications/publication-printing/,,,,High page opportunity,SERVICE,All.csv
